date,month,site,total.measured,width
2023-06-09,June,Pacific Science Enterprise Centre,24,2.823
2023-06-09,June,Pacific Science Enterprise Centre,24,2.638
2023-06-09,June,Pacific Science Enterprise Centre,24,3.299
2023-06-09,June,Pacific Science Enterprise Centre,24,2.916
2023-06-09,June,Pacific Science Enterprise Centre,24,3.096
2023-06-09,June,Pacific Science Enterprise Centre,24,2.865
2023-06-09,June,Pacific Science Enterprise Centre,24,2.73
2023-06-11,June,Pacific Science Enterprise Centre,16,3.626
2023-06-11,June,Pacific Science Enterprise Centre,16,3.349
2023-06-11,June,Pacific Science Enterprise Centre,16,3.39
2023-06-11,June,Pacific Science Enterprise Centre,16,2.86
2023-06-11,June,Pacific Science Enterprise Centre,16,3.761
2023-06-11,June,Pacific Science Enterprise Centre,16,3.43
2023-06-11,June,Pacific Science Enterprise Centre,16,3.164
2023-06-11,June,Pacific Science Enterprise Centre,16,3.75
2023-06-11,June,Pacific Science Enterprise Centre,16,3.434
2023-06-11,June,Pacific Science Enterprise Centre,16,3.85
2023-06-11,June,Pacific Science Enterprise Centre,16,3.441
2023-06-11,June,Pacific Science Enterprise Centre,16,3.13
2023-06-11,June,Pacific Science Enterprise Centre,16,3.086
2023-06-11,June,Pacific Science Enterprise Centre,16,3.092
2023-06-11,June,Pacific Science Enterprise Centre,16,3.049
2023-06-11,June,Pacific Science Enterprise Centre,16,3.476
2023-06-19,June,Pacific Science Enterprise Centre,26,2.829
2023-06-19,June,Pacific Science Enterprise Centre,26,2.994
2023-06-19,June,Pacific Science Enterprise Centre,26,3.236
2023-06-19,June,Pacific Science Enterprise Centre,26,3.412
2023-06-19,June,Pacific Science Enterprise Centre,26,2.482
2023-06-19,June,Pacific Science Enterprise Centre,26,3.235
2023-06-19,June,Pacific Science Enterprise Centre,26,3.349
2023-06-19,June,Pacific Science Enterprise Centre,26,2.808
2023-06-19,June,Pacific Science Enterprise Centre,26,3.334
2023-06-19,June,Pacific Science Enterprise Centre,26,2.668
2023-06-19,June,Pacific Science Enterprise Centre,26,2.637
2023-06-19,June,Pacific Science Enterprise Centre,26,2.426
2023-06-19,June,Pacific Science Enterprise Centre,26,3.04
2023-06-19,June,Pacific Science Enterprise Centre,26,3.08
2023-06-19,June,Pacific Science Enterprise Centre,26,2.673
2023-06-19,June,Pacific Science Enterprise Centre,26,2.978
2023-06-19,June,Pacific Science Enterprise Centre,26,2.668
2023-06-19,June,Pacific Science Enterprise Centre,26,2.557
2023-06-19,June,Pacific Science Enterprise Centre,26,2.532
2023-06-19,June,Pacific Science Enterprise Centre,26,2.49
2023-06-19,June,Pacific Science Enterprise Centre,26,2.736
2023-06-19,June,Pacific Science Enterprise Centre,26,2.942
2023-06-19,June,Pacific Science Enterprise Centre,26,2.566
2023-06-19,June,Pacific Science Enterprise Centre,26,2.607
2023-06-19,June,Pacific Science Enterprise Centre,26,2.284
2023-06-19,June,Pacific Science Enterprise Centre,26,2.748
2023-06-21,June,Pacific Science Enterprise Centre,18,3.084
2023-06-21,June,Pacific Science Enterprise Centre,18,2.626
2023-06-21,June,Pacific Science Enterprise Centre,18,2.697
2023-06-21,June,Pacific Science Enterprise Centre,18,2.756
2023-06-21,June,Pacific Science Enterprise Centre,18,2.596
2023-06-21,June,Pacific Science Enterprise Centre,18,3.011
2023-06-21,June,Pacific Science Enterprise Centre,18,2.697
2023-06-21,June,Pacific Science Enterprise Centre,18,2.772
2023-06-21,June,Pacific Science Enterprise Centre,18,2.972
2023-06-21,June,Pacific Science Enterprise Centre,18,2.599
2023-06-21,June,Pacific Science Enterprise Centre,18,2.909
2023-06-21,June,Pacific Science Enterprise Centre,18,2.9
2023-06-21,June,Pacific Science Enterprise Centre,18,2.827
2023-06-21,June,Pacific Science Enterprise Centre,18,2.51
2023-06-21,June,Pacific Science Enterprise Centre,18,2.835
2023-06-21,June,Pacific Science Enterprise Centre,18,2.534
2023-06-21,June,Pacific Science Enterprise Centre,18,2.682
2023-06-21,June,Pacific Science Enterprise Centre,18,2.621
2023-08-20,August,Pacific Science Enterprise Centre,1,2.654
2023-08-06,August,Pacific Science Enterprise Centre,3,2.697
2023-08-06,August,Pacific Science Enterprise Centre,3,2.836
2023-08-06,August,Pacific Science Enterprise Centre,3,2.735
2023-08-26,August,Pacific Science Enterprise Centre,3,3.275
2023-08-26,August,Pacific Science Enterprise Centre,3,2.598
2023-08-26,August,Pacific Science Enterprise Centre,3,2.339
2023-08-16,August,Pacific Science Enterprise Centre,4,2.713
2023-08-16,August,Pacific Science Enterprise Centre,4,2.365
2023-08-16,August,Pacific Science Enterprise Centre,4,2.737
2023-08-16,August,Pacific Science Enterprise Centre,4,2.598
2023-08-22,August,Pacific Science Enterprise Centre,4,2.633
2023-08-22,August,Pacific Science Enterprise Centre,4,2.732
2023-08-22,August,Pacific Science Enterprise Centre,4,2.814
2023-08-22,August,Pacific Science Enterprise Centre,4,2.235
2023-08-24,August,Pacific Science Enterprise Centre,4,2.702
2023-08-24,August,Pacific Science Enterprise Centre,4,3.017
2023-08-24,August,Pacific Science Enterprise Centre,4,3.072
2023-08-24,August,Pacific Science Enterprise Centre,4,2.83
2023-08-18,August,Pacific Science Enterprise Centre,5,2.408
2023-08-18,August,Pacific Science Enterprise Centre,5,2.657
2023-08-18,August,Pacific Science Enterprise Centre,5,2.652
2023-08-18,August,Pacific Science Enterprise Centre,5,2.724
2023-08-18,August,Pacific Science Enterprise Centre,5,2.424
2023-08-04,August,Pacific Science Enterprise Centre,7,2.376
2023-08-04,August,Pacific Science Enterprise Centre,7,2.336
2023-08-04,August,Pacific Science Enterprise Centre,7,2.424
2023-08-04,August,Pacific Science Enterprise Centre,7,2.229
2023-08-04,August,Pacific Science Enterprise Centre,7,2.35
2023-08-04,August,Pacific Science Enterprise Centre,7,2.334
2023-08-04,August,Pacific Science Enterprise Centre,7,2.229
2023-08-02,August,Pacific Science Enterprise Centre,10,2.674
2023-08-02,August,Pacific Science Enterprise Centre,10,2.867
2023-08-02,August,Pacific Science Enterprise Centre,10,2.914
2023-08-02,August,Pacific Science Enterprise Centre,10,2.791
2023-08-02,August,Pacific Science Enterprise Centre,10,2.992
2023-08-02,August,Pacific Science Enterprise Centre,10,2.53
2023-08-02,August,Pacific Science Enterprise Centre,10,2.544
2023-08-02,August,Pacific Science Enterprise Centre,10,2.234
2023-08-02,August,Pacific Science Enterprise Centre,10,2.654
2023-08-02,August,Pacific Science Enterprise Centre,10,3.299
2023-06-30,June,Pacific Science Enterprise Centre,20,2.794
2023-06-30,June,Pacific Science Enterprise Centre,20,2.54
2023-06-30,June,Pacific Science Enterprise Centre,20,2.4
2023-06-30,June,Pacific Science Enterprise Centre,20,2.833
2023-06-30,June,Pacific Science Enterprise Centre,20,2.434
2023-06-30,June,Pacific Science Enterprise Centre,20,2.89
2023-06-30,June,Pacific Science Enterprise Centre,20,2.981
2023-06-30,June,Pacific Science Enterprise Centre,20,2.531
2023-06-30,June,Pacific Science Enterprise Centre,20,2.458
2023-06-30,June,Pacific Science Enterprise Centre,20,2.793
2023-06-30,June,Pacific Science Enterprise Centre,20,2.117
2023-06-30,June,Pacific Science Enterprise Centre,20,2.911
2023-06-30,June,Pacific Science Enterprise Centre,20,3.14
2023-06-30,June,Pacific Science Enterprise Centre,20,2.737
2023-06-30,June,Pacific Science Enterprise Centre,20,2.911
2023-06-30,June,Pacific Science Enterprise Centre,20,2.336
2023-06-30,June,Pacific Science Enterprise Centre,20,2.828
2023-06-30,June,Pacific Science Enterprise Centre,20,2.94
2023-06-30,June,Pacific Science Enterprise Centre,20,2.986
2023-06-30,June,Pacific Science Enterprise Centre,20,2.731
2023-07-27,July,Pacific Science Enterprise Centre,25,2.518
2023-07-27,July,Pacific Science Enterprise Centre,25,2.925
2023-07-27,July,Pacific Science Enterprise Centre,25,2.43
2023-07-27,July,Pacific Science Enterprise Centre,25,2.494
2023-07-27,July,Pacific Science Enterprise Centre,25,2.893
2023-07-27,July,Pacific Science Enterprise Centre,25,2.318
2023-07-27,July,Pacific Science Enterprise Centre,25,2.708
2023-07-27,July,Pacific Science Enterprise Centre,25,2.524
2023-07-27,July,Pacific Science Enterprise Centre,25,2.585
2023-07-27,July,Pacific Science Enterprise Centre,25,2.604
2023-07-27,July,Pacific Science Enterprise Centre,25,2.889
2023-07-27,July,Pacific Science Enterprise Centre,25,2.457
2023-07-27,July,Pacific Science Enterprise Centre,25,2.93
2023-07-27,July,Pacific Science Enterprise Centre,25,2.556
2023-07-27,July,Pacific Science Enterprise Centre,25,2.657
2023-07-27,July,Pacific Science Enterprise Centre,25,2.27
2023-07-27,July,Pacific Science Enterprise Centre,25,2.626
2023-07-27,July,Pacific Science Enterprise Centre,25,2.735
2023-07-27,July,Pacific Science Enterprise Centre,25,2.763
2023-07-27,July,Pacific Science Enterprise Centre,25,2.321
2023-07-27,July,Pacific Science Enterprise Centre,25,2.574
2023-07-27,July,Pacific Science Enterprise Centre,25,2.571
2023-07-27,July,Pacific Science Enterprise Centre,25,2.42
2023-07-27,July,Pacific Science Enterprise Centre,25,2.875
2023-07-27,July,Pacific Science Enterprise Centre,25,2.696
2023-05-07,May,Powell River Marina,1,2.761
2023-06-07,June,Retreat Cove,9,2.892
2023-06-07,June,Retreat Cove,9,3.145
2023-06-07,June,Retreat Cove,9,2.913
2023-06-07,June,Retreat Cove,9,3.313
2023-06-07,June,Retreat Cove,9,3.038
2023-06-07,June,Retreat Cove,9,3.207
2023-06-07,June,Retreat Cove,9,3.14
2023-06-07,June,Retreat Cove,9,2.871
2023-06-07,June,Retreat Cove,9,3.006
2023-06-21,June,Retreat Cove,1,2.85
2023-06-25,June,Retreat Cove,1,3.044
2023-07-11,July,Retreat Cove,1,2.781
2023-07-15,July,Retreat Cove,1,2.952
2023-07-17,July,Retreat Cove,1,2.913
2023-08-09,August,Retreat Cove,1,2.74
2023-08-31,August,Retreat Cove,1,2.501
2023-07-05,July,Retreat Cove,2,2.913
2023-07-05,July,Retreat Cove,2,2.717
2023-07-09,July,Retreat Cove,2,2.791
2023-07-09,July,Retreat Cove,2,2.972
2023-08-18,August,Retreat Cove,2,2.345
2023-08-18,August,Retreat Cove,2,2.762
2023-07-07,July,Retreat Cove,7,2.368
2023-07-07,July,Retreat Cove,7,3.248
2023-07-07,July,Retreat Cove,7,3.022
2023-07-07,July,Retreat Cove,7,2.887
2023-07-07,July,Retreat Cove,7,2.959
2023-07-07,July,Retreat Cove,7,2.673
2023-07-07,July,Retreat Cove,7,2.973
2023-06-08,June,Silva Bay,3,2.683
2023-06-08,June,Silva Bay,3,3.052
2023-06-08,June,Silva Bay,3,3.678
2023-06-10,June,Silva Bay,2,3.178
2023-06-10,June,Silva Bay,2,3.253
2023-06-11,June,Silva Bay,3,2.713
2023-06-11,June,Silva Bay,3,3.146
2023-06-11,June,Silva Bay,3,3.199
2023-06-20,June,Silva Bay,12,3.044
2023-06-20,June,Silva Bay,12,3.373
2023-06-20,June,Silva Bay,12,3.052
2023-06-20,June,Silva Bay,12,2.997
2023-06-20,June,Silva Bay,12,3.18
2023-06-20,June,Silva Bay,12,3.001
2023-06-20,June,Silva Bay,12,3.314
2023-06-20,June,Silva Bay,12,3.155
2023-06-20,June,Silva Bay,12,2.967
2023-06-20,June,Silva Bay,12,2.779
2023-06-20,June,Silva Bay,12,2.782
2023-06-20,June,Silva Bay,12,2.814
2023-06-24,June,Silva Bay,2,3.164
2023-06-24,June,Silva Bay,2,2.802
2023-06-25,June,Silva Bay,8,2.666
2023-06-25,June,Silva Bay,8,2.262
2023-06-25,June,Silva Bay,8,2.085
2023-06-25,June,Silva Bay,8,2.434
2023-06-25,June,Silva Bay,8,2.216
2023-06-25,June,Silva Bay,8,2.47
2023-06-25,June,Silva Bay,8,2.749
2023-06-25,June,Silva Bay,8,2.917
2023-06-29,June,Silva Bay,16,2.924
2023-06-29,June,Silva Bay,16,2.56
2023-06-29,June,Silva Bay,16,3.012
2023-06-29,June,Silva Bay,16,2.967
2023-06-29,June,Silva Bay,16,2.953
2023-06-29,June,Silva Bay,16,3.366
2023-06-29,June,Silva Bay,16,2.769
2023-06-29,June,Silva Bay,16,3.559
2023-06-29,June,Silva Bay,16,2.576
2023-06-29,June,Silva Bay,16,2.429
2023-06-29,June,Silva Bay,16,2.339
2023-06-29,June,Silva Bay,16,2.506
2023-06-29,June,Silva Bay,16,2.506
2023-06-29,June,Silva Bay,16,2.501
2023-06-29,June,Silva Bay,16,2.715
2023-06-29,June,Silva Bay,16,2.887
2023-07-18,July,Silva Bay,1,2.868
2023-07-20,July,Silva Bay,1,2.858
2023-07-23,July,Silva Bay,1,2.562
2023-08-12,August,Silva Bay,1,2.453
2023-08-22,August,Silva Bay,1,3.2
2023-08-31,August,Silva Bay,1,2.608
2023-08-06,August,Silva Bay,2,3.051
2023-08-06,August,Silva Bay,2,2.723
2023-08-10,August,Silva Bay,2,2.624
2023-08-10,August,Silva Bay,2,2.323
2023-08-13,August,Silva Bay,2,2.621
2023-08-13,August,Silva Bay,2,3.055
2023-08-01,August,Silva Bay,3,2.624
2023-08-01,August,Silva Bay,3,2.637
2023-08-01,August,Silva Bay,3,2.92
2023-08-19,August,Silva Bay,3,2.634
2023-08-19,August,Silva Bay,3,2.762
2023-08-19,August,Silva Bay,3,2.971
2023-07-16,July,Silva Bay,4,2.915
2023-07-16,July,Silva Bay,4,2.21
2023-07-16,July,Silva Bay,4,2.67
2023-07-16,July,Silva Bay,4,3
2023-08-20,August,Silva Bay,4,2.58
2023-08-20,August,Silva Bay,4,2.885
2023-08-20,August,Silva Bay,4,2.535
2023-08-20,August,Silva Bay,4,2.75
2023-07-29,July,Silva Bay,5,2.637
2023-07-29,July,Silva Bay,5,2.659
2023-07-29,July,Silva Bay,5,2.474
2023-07-29,July,Silva Bay,5,3.01
2023-07-29,July,Silva Bay,5,2.273
2023-07-02,July,Silva Bay,7,2.797
2023-07-02,July,Silva Bay,7,3.639
2023-07-02,July,Silva Bay,7,3.141
2023-07-02,July,Silva Bay,7,3.164
2023-07-02,July,Silva Bay,7,3.206
2023-07-02,July,Silva Bay,7,3.37
2023-07-02,July,Silva Bay,7,3.032
2023-07-09,July,Silva Bay,7,2.936
2023-07-09,July,Silva Bay,7,2.555
2023-07-09,July,Silva Bay,7,2.679
2023-07-09,July,Silva Bay,7,2.619
2023-07-09,July,Silva Bay,7,2.785
2023-07-09,July,Silva Bay,7,2.636
2023-07-09,July,Silva Bay,7,2.85
2023-07-30,July,Silva Bay,7,2.854
2023-07-30,July,Silva Bay,7,2.771
2023-07-30,July,Silva Bay,7,2.427
2023-07-30,July,Silva Bay,7,2.692
2023-07-30,July,Silva Bay,7,2.982
2023-07-30,July,Silva Bay,7,2.528
2023-07-30,July,Silva Bay,7,3.19
2023-07-04,July,Silva Bay,10,2.693
2023-07-04,July,Silva Bay,10,2.671
2023-07-04,July,Silva Bay,10,2.49
2023-07-04,July,Silva Bay,10,2.859
2023-07-04,July,Silva Bay,10,2.45
2023-07-04,July,Silva Bay,10,2.312
2023-07-04,July,Silva Bay,10,3.311
2023-07-04,July,Silva Bay,10,2.478
2023-07-04,July,Silva Bay,10,2.311
2023-07-04,July,Silva Bay,10,2.688
2023-07-11,July,Silva Bay,11,2.648
2023-07-11,July,Silva Bay,11,2.928
2023-07-11,July,Silva Bay,11,2.031
2023-07-11,July,Silva Bay,11,2.746
2023-07-11,July,Silva Bay,11,2.679
2023-07-11,July,Silva Bay,11,2.497
2023-07-11,July,Silva Bay,11,2.884
2023-07-11,July,Silva Bay,11,2.794
2023-07-11,July,Silva Bay,11,2.605
2023-07-11,July,Silva Bay,11,2.912
2023-07-11,July,Silva Bay,11,2.817
2023-07-27,July,Silva Bay,11,2.535
2023-07-27,July,Silva Bay,11,2.597
2023-07-27,July,Silva Bay,11,2.727
2023-07-27,July,Silva Bay,11,2.802
2023-07-27,July,Silva Bay,11,2.926
2023-07-27,July,Silva Bay,11,2.988
2023-07-27,July,Silva Bay,11,2.73
2023-07-27,July,Silva Bay,11,2.638
2023-07-27,July,Silva Bay,11,2.617
2023-07-27,July,Silva Bay,11,2.949
2023-07-27,July,Silva Bay,11,3.108
2023-06-11,June,Whaler Bay,4,3.541
2023-06-11,June,Whaler Bay,4,2.531
2023-06-11,June,Whaler Bay,4,3.088
2023-06-11,June,Whaler Bay,4,2.944
2023-06-15,June,Whaler Bay,8,3.037
2023-06-15,June,Whaler Bay,8,3.508
2023-06-15,June,Whaler Bay,8,3.082
2023-06-15,June,Whaler Bay,8,3.021
2023-06-15,June,Whaler Bay,8,2.852
2023-06-15,June,Whaler Bay,8,2.841
2023-06-15,June,Whaler Bay,8,3.076
2023-06-15,June,Whaler Bay,8,2.837
2023-06-19,June,Whaler Bay,11,3.313
2023-06-19,June,Whaler Bay,11,3.164
2023-06-19,June,Whaler Bay,11,2.937
2023-06-19,June,Whaler Bay,11,2.793
2023-06-19,June,Whaler Bay,11,3.084
2023-06-19,June,Whaler Bay,11,2.829
2023-06-19,June,Whaler Bay,11,3.048
2023-06-19,June,Whaler Bay,11,3.016
2023-06-19,June,Whaler Bay,11,3.138
2023-06-19,June,Whaler Bay,11,2.904
2023-06-19,June,Whaler Bay,11,3.074
2023-06-22,June,Whaler Bay,12,3.025
2023-06-22,June,Whaler Bay,12,3.111
2023-06-22,June,Whaler Bay,12,3.066
2023-06-22,June,Whaler Bay,12,2.827
2023-06-22,June,Whaler Bay,12,3.065
2023-06-22,June,Whaler Bay,12,3.115
2023-06-22,June,Whaler Bay,12,2.657
2023-06-22,June,Whaler Bay,12,3.112
2023-06-22,June,Whaler Bay,12,3.227
2023-06-22,June,Whaler Bay,12,2.877
2023-06-22,June,Whaler Bay,12,2.893
2023-06-22,June,Whaler Bay,12,2.821
2023-06-25,June,Whaler Bay,18,2.644
2023-06-25,June,Whaler Bay,18,2.876
2023-06-25,June,Whaler Bay,18,3.641
2023-06-25,June,Whaler Bay,18,3.179
2023-06-25,June,Whaler Bay,18,2.483
2023-06-25,June,Whaler Bay,18,2.97
2023-06-25,June,Whaler Bay,18,2.963
2023-06-25,June,Whaler Bay,18,2.827
2023-06-25,June,Whaler Bay,18,2.834
2023-06-25,June,Whaler Bay,18,2.833
2023-06-25,June,Whaler Bay,18,2.935
2023-06-25,June,Whaler Bay,18,2.723
2023-06-25,June,Whaler Bay,18,2.778
2023-06-25,June,Whaler Bay,18,2.816
2023-06-25,June,Whaler Bay,18,3.128
2023-06-25,June,Whaler Bay,18,2.704
2023-06-25,June,Whaler Bay,18,2.706
2023-06-25,June,Whaler Bay,18,2.769
2023-06-28,June,Whaler Bay,4,3.209
2023-06-28,June,Whaler Bay,4,2.861
2023-06-28,June,Whaler Bay,4,3.369
2023-06-28,June,Whaler Bay,4,3.813
2023-07-03,July,Whaler Bay,23,3.478
2023-07-03,July,Whaler Bay,23,3.164
2023-07-03,July,Whaler Bay,23,3.056
2023-07-03,July,Whaler Bay,23,3.514
2023-07-03,July,Whaler Bay,23,3.226
2023-07-03,July,Whaler Bay,23,3.741
2023-07-03,July,Whaler Bay,23,3.215
2023-07-03,July,Whaler Bay,23,3.444
2023-07-03,July,Whaler Bay,23,3.129
2023-07-03,July,Whaler Bay,23,3.255
2023-07-03,July,Whaler Bay,23,3.142
2023-07-03,July,Whaler Bay,23,3.047
2023-07-03,July,Whaler Bay,23,3.171
2023-07-03,July,Whaler Bay,23,3.299
2023-07-03,July,Whaler Bay,23,2.878
2023-07-03,July,Whaler Bay,23,2.865
2023-07-03,July,Whaler Bay,23,2.943
2023-07-03,July,Whaler Bay,23,2.826
2023-07-03,July,Whaler Bay,23,3.741
2023-07-03,July,Whaler Bay,23,3.596
2023-07-03,July,Whaler Bay,23,3.259
2023-07-03,July,Whaler Bay,23,3.73
2023-07-03,July,Whaler Bay,23,3.22
2023-07-07,July,Whaler Bay,3,2.85
2023-07-07,July,Whaler Bay,3,2.633
2023-07-07,July,Whaler Bay,3,2.716
2023-07-15,July,Whaler Bay,2,2.683
2023-07-15,July,Whaler Bay,2,3.307
2023-07-26,July,Whaler Bay,10,2.867
2023-07-26,July,Whaler Bay,10,2.945
2023-07-26,July,Whaler Bay,10,2.898
2023-07-26,July,Whaler Bay,10,2.475
2023-07-26,July,Whaler Bay,10,2.89
2023-07-26,July,Whaler Bay,10,3.032
2023-07-26,July,Whaler Bay,10,2.717
2023-07-26,July,Whaler Bay,10,3.182
2023-07-26,July,Whaler Bay,10,2.95
2023-07-26,July,Whaler Bay,10,2.742
2023-07-28,July,Whaler Bay,14,2.595
2023-07-28,July,Whaler Bay,14,2.856
2023-07-28,July,Whaler Bay,14,2.889
2023-07-28,July,Whaler Bay,14,2.503
2023-07-28,July,Whaler Bay,14,2.693
2023-07-28,July,Whaler Bay,14,2.734
2023-07-28,July,Whaler Bay,14,2.401
2023-07-28,July,Whaler Bay,14,2.59
2023-07-28,July,Whaler Bay,14,2.664
2023-07-28,July,Whaler Bay,14,2.732
2023-07-28,July,Whaler Bay,14,2.618
2023-07-28,July,Whaler Bay,14,2.757
2023-07-28,July,Whaler Bay,14,2.812
2023-07-28,July,Whaler Bay,14,2.594
2023-07-29,July,Whaler Bay,2,2.468
2023-07-29,July,Whaler Bay,2,3.093
2023-08-02,August,Whaler Bay,5,2.737
2023-08-02,August,Whaler Bay,5,2.926
2023-08-02,August,Whaler Bay,5,2.537
2023-08-02,August,Whaler Bay,5,2.665
2023-08-02,August,Whaler Bay,5,2.386
2023-08-04,August,Whaler Bay,2,2.95
2023-08-04,August,Whaler Bay,2,2.729
2023-08-09,August,Whaler Bay,1,2.569
2023-08-12,August,Whaler Bay,4,2.662
2023-08-12,August,Whaler Bay,4,2.935
2023-08-12,August,Whaler Bay,4,2.648
2023-08-12,August,Whaler Bay,4,2.875
2023-08-20,August,Whaler Bay,5,2.337
2023-08-20,August,Whaler Bay,5,2.716
2023-08-20,August,Whaler Bay,5,2.576
2023-08-20,August,Whaler Bay,5,2.701
2023-08-20,August,Whaler Bay,5,2.445
